Ticker            , Description                                                                     , Dernier        , Variation % , Variation     , Haut           , Bas            , Volume           , Évaluation , Marché
XRPMYR            , XRP / Malaysian Ringgit (calculated by TradingView)                             , 2.20798025     , 0.11880826  , 0.00262015    , 2.2081818      , 2.2053601      , 3553.26895458    , Neutre     , BITFINEX
XRPNEO            , XRP / NEO                                                                       , 0.01275        , 0.8383423   , 0.000106      , 0.01275        , 0.012748       , 0.25496614       , Fort achat , KUCOIN
XRPPAX            , XRP / Paxos Standard                                                            , 0.53373        , -0.87474928 , -0.00471      , 0.53373        , 0.53373        , 95.24465223      , Vendre     , KUCOIN
XRPPAX            , XRP / Paxos Standard                                                            , 0.55064        , 0.6157838   , 0.00337       , 0.55064        , 0.55064        , 1803.91668691    , Acheter    , BITSTAMP
XRPPAX            , XRP / Paxos Standard                                                            , 0.54785        , 0.1517312   , 0.00083       , 0.54785        , 0.54785        , 19.1             , Acheter    , BINANCE
XRPPERP           , XRP Perpetual Futures Contract                                                  , 0.5493         , 0           , 0             , 0.5494         , 0.549          , 630              , Neutre     , BINANCE
XRPPERP           , XRP Perpetual Swap Contract                                                     , 0.54945        , 0.14216196  , 0.00078       , 0.54945        , 0.5488         , 1596             , Neutre     , HUOBI
XRPRUB            , XRP / Russian Ruble                                                             , 39.823         , -0.68086592 , -0.273        , 39.881         , 39.823         , 28               , Vendre     , BINANCE
XRPTHB            , XRP / Thai Baht (calculated by TradingView)                                     , 16.4314045     , 0.09878717  , 0.0162161     , 16.4361912     , 16.4119058     , 3555.26895458    , Neutre     , BITFINEX
XRPTHB            , XRP                                                                             , 16.6           , -0.12033694 , -0.02         , 16.61          , 16.6           , 1246.9894814     , Acheter    , BITKUB
XRPTRX            , XRP / Tron                                                                      , 10.56290792    , 4.61247069  , 0.4657294     , 10.56290792    , 10.56290792    , 373.22285159     , Acheter    , POLONIEX
XRPTRY            , XRP / Turkish Lira                                                              , 3.806          , 0.05257624  , 0.002         , 3.806          , 3.806          , 26.24            , Acheter    , BINANCE
XRPTRY            , XRP / Turkish Lira (calculated by TradingView)                                  , 3.81565389     , 0.04498863  , 0.00171584    , 3.81893292     , 3.81112596     , 3561.26895458    , Vendre     , BITFINEX
XRPTUSD           , XRP / TrueUSD                                                                   , 0.54625        , 0.2293578   , 0.00125       , 0.54625        , 0.54625        , 54.625           , Fort achat , KUCOIN
XRPTUSD           , XRP / TrueUSD                                                                   , 0.54754        , -0.44727273 , -0.00246      , 0.54754        , 0.54754        , 48.7             , Acheter    , BINANCE
XRPUPUSDT         , XRPUP / TetherUS                                                                , 4.775          , -0.10460251 , -0.005        , 4.775          , 4.775          , 2.38             , Acheter    , BINANCE
XRPUSD            , XRP / Dollar                                                                    , 0.54775        , 0.11880826  , 0.00065       , 0.5478         , 0.5471         , 3552.26895458    , Neutre     , BITFINEX
XRPUSD            , XRP / US Dollar                                                                 , 0.54857        , 0.3493945   , 0.00191       , 0.54857        , 0.54762        , 21911.10225206   , Fort achat , BITTREX
XRPUSD            , XRP / US Dollar (calculated by TradingView)                                     , 0.54758        , -0.01033386 , -0.00005659   , 0.54800454     , 0.54758        , 13.06880981      , Neutre     , POLONIEX
XRPUSD            , XRP / U.S. dollar                                                               , 0.54791        , 0.12792164  , 0.0007        , 0.54791        , 0.54702        , 18563.42233499   , Neutre     , BITSTAMP
XRPUSD            , Ripple / US Dollar (calculated by TradingView)                                  , 0.54742325     , 0.08519463  , 0.00046598    , 0.54795225     , 0.54700525     , 787.39495569     , Neutre     , HITBTC
XRPUSD            , XRP / US Dollar (calculated by TradingView)                                     , 0.548625       , -0.01033386 , -0.0000567    , 0.54905036     , 0.5481025      , 153.43962384     , Fort achat , BITSO
XRPUSD            , XRP / USD                                                                       , 0.54737        , -0.01461321 , -0.00008      , 0.54751        , 0.54733        , 41917.18986413   , Vendre     , KRAKEN
XRPUSD            , XRP / US Dollar (calculated by TradingView)                                     , 0.54758        , 0.1634847   , 0.00089375    , 0.54800454     , 0.5470575      , 25982.09495569   , Neutre     , BINANCE
XRPUSD            , XRPUSD Perpetual Contract                                                       , 0.5483         , 0.03648969  , 0.0002        , 0.5483         , 0.5481         , 108995           , Vendre     , BYBIT
XRPUSD26G         , XRPUSD Futures Contract (Feb 2021)                                              , 0.5578         , 0.19759296  , 0.0011        , 0.5578         , 0.5575         , 2519             , Fort achat , KRAKEN
XRPUSD26H         , XRPUSD Futures Contract (Mar 2021)                                              , 0.5617         , -0.26633523 , -0.0015       , 0.5617         , 0.5617         , 50               , Acheter    , KRAKEN
XRPUSDC           , XRP / USD//Coin                                                                 , 0.54643        , -0.25555373 , -0.0014       , 0.54797        , 0.54643        , 155.80355893     , Vendre     , KUCOIN
